,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,20260629,20260630,20260701,20260702,20260626,num_cu_20260626,num_cu_20260629,num_cu_20260630,num_cu_20260701,num_cu_20260702
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A253240,KIWOOM 200선물인버스,20160912,,인버스 1X ,코스피 200 선물인버스 지수,1424.96,1420.08,1396.9,1437.16,1550.62,1168,1164,1145,1178,1271,7.35,-0.34,-1.63,2.88,7.89,1157.6,1173.73,1158,1192.82,1283.69,0.9,-0.83,-1.12,-1.24,-0.99,1220000,1220000,1220000,1220000,1220000,10000,122,122,122,122,122
A253250,KIWOOM 200선물레버리지,20160912,,레버리지,코스피 200 선물레버리지지수,90517.5,89075,91542.5,86277.5,69174.6,181035,178150,183085,172555,147180,-11.44,-1.59,2.77,-5.75,-14.71,183187.15,178323.27,183124.97,172093,145786.08,-1.17,-0.1,-0.02,0.27,0.96,500000,500000,500000,500000,470000,10000,50,50,50,50,47
A253280,RISE 헬스케어,20160923,,일반,FnGuide 헬스케어 지수,8479.25,9366.5,9041.5,8313,8193,13045,14410,13910,13855,13655,-5.51,10.46,-3.47,-0.4,-1.44,13063.73,14458.81,13887.08,13913.33,13692.55,-0.14,-0.34,0.17,-0.42,-0.27,650000,650000,650000,600000,600000,50000,13,13,13,12,12
A261060,TIGER 코스닥150IT,20161215,,일반,코스닥 150 정보기술,34983,35711,37056.5,38187.5,33832.5,26910,27470,28505,29375,26025,-0.63,2.08,3.77,3.05,-11.4,26798.03,27427.42,28671.04,29448.45,25869.28,0.42,0.16,-0.58,-0.25,0.6,1300000,1300000,1300000,1300000,1300000,20000,65,65,65,65,65
A261070,TIGER 코스닥150바이오테크,20161215,,일반,코스닥 150 생명기술,59708,68176.2,65423.4,65349.7,63181.2,13570,15355,14735,14785,14230,-6.57,13.15,-4.04,0.34,-3.75,13580.57,15288.49,14666.31,14722.54,14173.27,-0.08,0.44,0.47,0.42,0.4,4400000,4440000,4440000,4420000,4440000,20000,220,222,222,221,222
A261140,TIGER 우선주,20170106,,일반,코스피 우선주 지수,39168,39520.8,39808.8,38815.7,36891.6,27200,27445,27645,27335,25980,-4.36,0.9,0.73,-1.12,-4.96,27227.41,27459.86,27522.81,27399.18,25879.32,-0.1,-0.05,0.44,-0.23,0.39,1440000,1440000,1440000,1420000,1420000,20000,72,72,72,71,71
A266160,RISE 고배당,20170414,,일반,FnGuide 고배당포커스 지수,245133,245227.5,247495.5,242203.5,229235,38910,38925,39285,38445,36100,-5.82,0.04,0.92,-2.14,-6.1,39028.07,38841.79,39239.56,38340.92,35921.28,-0.3,0.21,0.12,0.27,0.5,6300000,6300000,6300000,6300000,6350000,50000,126,126,126,126,127
A266360,KODEX K콘텐츠,20170328,,일반,KRX K콘텐츠,30739.5,33412.5,33148.5,33808.5,34303.5,9315,10125,10045,10245,10395,-3.47,8.7,-0.79,1.99,1.46,9378.52,10101.69,9991.08,10185.41,10353.72,-0.68,0.23,0.54,0.59,0.4,3300000,3300000,3300000,3300000,3300000,100000,33,33,33,33,33
A266370,KODEX IT,20170328,,일반,KRX 정보기술,135045,144320,147936,144984,129440,90030,90200,92460,90615,80900,-5.86,0.19,2.51,-2,-10.72,90400.36,90021.9,92394.69,90382.94,80045.39,-0.41,0.2,0.07,0.26,1.07,1500000,1600000,1600000,1600000,1600000,100000,15,16,16,16,16
A266390,KODEX 경기소비재,20170328,,일반,KRX 경기소비재,14161.5,14517,14490,14805,14931,15735,16130,16100,16450,16590,-2.39,2.51,-0.19,2.17,0.85,15677.21,16162.41,16143.74,16480.46,16600.24,0.37,-0.2,-0.27,-0.18,-0.06,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A266410,KODEX 필수소비재,20170328,,일반,KRX 필수소비재,11774,12586,12411,12642,13020,8410,8990,8865,9030,9300,-2.55,6.9,-1.39,1.86,2.99,8469.71,9026.89,8827.54,9081.2,9267.56,-0.7,-0.41,0.42,-0.56,0.35,1400000,1400000,1400000,1400000,1400000,200000,7,7,7,7,7
A266420,KODEX 헬스케어,20170328,,일반,KRX 헬스케어,69085,77141.5,73861.5,73943.5,72816,16850,18815,18015,18035,17760,-5.6,11.66,-4.25,0.11,-1.52,16900.19,18744.19,17980.77,18084.17,17803.37,-0.3,0.38,0.19,-0.27,-0.24,4100000,4100000,4100000,4100000,4100000,100000,41,41,41,41,41
A266550,PLUS 중형주저변동50,20170328,,일반,FnGuide 중형주저변동50지수,4350,4577.5,4600,9192.5,9372.5,17400,18310,18400,18385,18745,-3.2,5.23,0.49,-0.08,1.96,17522.04,18440.51,18180.85,18517.84,18664.66,-0.7,-0.71,1.21,-0.72,0.43,250000,250000,250000,500000,500000,50000,5,5,5,10,10
A267770,TIGER 200선물레버리지,20170425,,레버리지,코스피 200 선물레버리지지수,336424,332387,340747,320947,270325,152920,151085,154885,145885,122875,-11.85,-1.2,2.52,-5.81,-15.77,154584.78,150725.21,154829.12,145510.8,123115.92,-1.08,0.24,0.04,0.26,-0.2,2200000,2200000,2200000,2200000,2200000,100000,22,22,22,22,22
A270800,RISE KQ고배당,20170707,,일반,FnGuide KQ고배당포커스지수,8200.5,8794.5,8841.25,9091.5,8602,14910,15990,16075,16530,15640,-2.55,7.24,0.53,2.83,-5.38,14961.57,16106.51,16200.04,16455.88,15755.67,-0.34,-0.72,-0.77,0.45,-0.73,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A270810,RISE 코스닥150,20170616,,일반,코스닥 150,347432.8,379350.4,376376,380001.1,351899.6,15185,16580,16450,16565,15340,-3.86,9.19,-0.78,0.7,-7.4,15221.35,16529.8,16428.79,16541.91,15273.04,-0.24,0.3,0.13,0.14,0.44,22880000,22880000,22880000,22940000,22940000,20000,1144,1144,1144,1147,1147
A275280,KODEX 모멘텀주,20170711,,일반,MSCI Korea IMI Momentum Capped,43436,43344,44196,43164,39620,54295,54180,55245,53955,49525,-6.4,-0.21,1.97,-2.34,-8.21,54333.04,54006.54,55031.79,54292.06,49289.43,-0.07,0.32,0.39,-0.62,0.48,800000,800000,800000,800000,800000,100000,8,8,8,8,8
A275290,KODEX 가치주,20170711,,일반,MSCI Korea IMI Enhanced Value Capped,37890,37345.5,37894.5,36994.5,34830,42100,41495,42105,41105,38700,-6.1,-1.44,1.47,-2.38,-5.85,41946.32,41469.09,41943.15,41354.8,38207.09,0.37,0.06,0.39,-0.6,1.29,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A275300,KODEX 우량주,20170711,,일반,MSCI Korea IMI Quality Capped,64226,63750,64889,63971,60146,37780,37500,38170,37630,35380,-5.61,-0.74,1.79,-1.41,-5.98,37637.31,37404.44,38011.09,37543.09,34318.48,0.38,0.26,0.42,0.23,3.09,1700000,1700000,1700000,1700000,1700000,100000,17,17,17,17,17
A275750,RISE 코스닥150선물인버스,20170801,,인버스 1X ,F-코스닥150 인버스지수,2227.5,2038.5,2056.5,2034,2182.5,2475,2265,2285,2260,2425,2.91,-8.48,0.88,-1.09,7.3,2482.91,2261.18,2295.36,2268.97,2442.12,-0.32,0.17,-0.45,-0.4,-0.7,900000,900000,900000,900000,900000,50000,18,18,18,18,18
A277630,TIGER 코스피,20170831,,일반,코스피지수,541661.25,539693.25,545689.5,529876.5,490074,88075,87755,88730,86865,80340,-5.54,-0.36,1.11,-2.1,-7.51,87740.92,87587.35,88444.37,86634.01,79803.41,0.38,0.19,0.32,0.27,0.67,6150000,6150000,6150000,6100000,6100000,50000,123,123,123,122,122
A277640,TIGER 코스피대형주,20170831,,일반,코스피 대형주 지수,86441.25,86746.5,87653,85534.75,78856.25,46725,46890,47380,46235,42625,-6.52,0.35,1.04,-2.42,-7.81,46952.95,46685.92,47193.63,46071.07,42249.15,-0.49,0.44,0.39,0.36,0.89,1850000,1850000,1850000,1850000,1850000,50000,37,37,37,37,37
A277650,TIGER 코스피중형주,20170831,,일반,코스피 중형주 지수,4056,4300,8520,8858,8660,20280,21500,21300,22145,21650,-4.11,6.02,-0.93,3.97,-2.24,20396.22,21574.73,21439.67,22048.46,21545.6,-0.57,-0.35,-0.65,0.44,0.48,200000,200000,400000,400000,400000,50000,4,4,8,8,8
A278240,RISE 코스닥150선물레버리지,20170831,,레버리지,F-코스닥150 레버리지지수,69293,81595.5,81303.75,82451.25,70942.5,10420,12270,12045,12215,10510,-7.62,17.75,-1.83,1.41,-13.96,10432.94,12309.14,11980.46,12235.01,10379.75,-0.12,-0.32,0.54,-0.16,1.25,6650000,6650000,6750000,6750000,6750000,10000,665,665,675,675,675
A278530,KODEX 200TR,20171121,,일반,코스피 200 TR지수,9356966.25,9312612,9316822.5,9126141,8380690.5,49705,49430,49650,48595,44590,-5.7,-0.55,0.45,-2.12,-8.24,49691.55,49208.91,49865.4,48575,44383.09,0.03,0.45,-0.43,0.04,0.47,188250000,188400000,187650000,187800000,187950000,150000,1255,1256,1251,1252,1253
A278540,KODEX MSCI Korea TR,20171109,,일반,MSCI Korea TR Index,3248875,3209659.5,3261391,3161552.5,2893669,49375,48705,49490,47975,43910,-6.15,-1.36,1.61,-3.06,-8.47,49299.93,48611.52,49299.25,47857.32,43539.6,0.15,0.19,0.39,0.25,0.85,65800000,65900000,65900000,65900000,65900000,100000,658,659,659,659,659
A279530,KODEX 고배당주,20171017,,일반,FnGuide 고배당 Plus 지수,312000,324967.5,324870,327307.5,330336,16000,16665,16660,16785,17205,-1.96,4.65,-0.03,0.75,2.5,15974.73,16626.97,16629.28,16849.13,17176.25,0.16,0.23,0.18,-0.38,0.17,19500000,19500000,19500000,19500000,19200000,100000,195,195,195,195,192
A279540,KODEX 최소변동성,20171017,,일반,KRX 최소변동성 지수,13998,14424,14670,14586,13827,23330,24040,24450,24310,23045,-5.36,3.04,1.71,-0.57,-5.2,23517.89,24241.99,24371.78,24219.29,22930.57,-0.8,-0.83,0.32,0.37,0.5,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A280920,PLUS 주도업종,20171017,,일반,FnGuide 주도업종 지수,15023.25,15287.25,15554,15259.75,14421,27315,27795,28280,27745,26220,-4.83,1.76,1.74,-1.89,-5.5,27453.23,27792.25,28153.66,27914.77,26394.51,-0.5,0.01,0.45,-0.61,-0.66,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A281990,RISE 중소형고배당,20171102,,일반,FnGuide 중소형고배당포커스지수(시장가격지수),9006.25,9413.25,9289.5,9427,9655.25,16375,17115,16890,17140,17555,-1.89,4.52,-1.31,1.48,2.42,16406.91,17176.24,16941.68,17278.07,17466.11,-0.19,-0.36,-0.31,-0.8,0.51,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A284980,RISE 200금융,20171208,,일반,코스피 200 금융,19174.5,19759.5,19764,19741.5,20074.5,21305,21955,21960,21935,22305,-3.58,3.05,0.02,-0.11,1.69,21271.39,21863.14,21897.34,21964.92,22300.86,0.16,0.42,0.29,-0.14,0.02,900000,900000,900000,900000,900000,20000,45,45,45,45,45
A285690,FOCUS ESG리더스,20171213,,일반,KRX ESG Leaders 150,7880.25,8190,8244.25,8317.75,7995.75,22515,23400,23555,23765,22845,-4.7,3.93,0.66,0.89,-3.87,22555.25,23394.11,23451.13,23688.59,22780.99,-0.18,0.03,0.44,0.32,0.28,350000,350000,350000,350000,350000,50000,7,7,7,7,7
A289040,KODEX MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Capped Index,24117,24705,24912,24180,23109,40195,41175,41520,40300,38515,-7.62,2.44,0.84,-2.94,-4.43,40837.44,40745.35,41277.08,40324.67,37149.54,-1.57,1.05,0.59,-0.06,3.68,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A289250,TIGER MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Index,28386.6,28373.4,28713.3,27766.2,25796.1,43010,42990,43505,42070,39085,-4.83,-0.05,1.2,-3.3,-7.1,42850.2,42778.01,43315.01,42338.23,38910.68,0.37,0.5,0.44,-0.63,0.45,660000,660000,660000,660000,660000,30000,22,22,22,22,22
A289260,TIGER MSCI KOREA ESG리더스,20180207,,일반,MSCI Korea Country ESG Leaders Capped Index,20835,21144,21405,21114,19656,34725,35240,35675,35190,32760,-6.33,1.48,1.23,-1.36,-6.91,34758.91,35191.75,35513.79,35280.6,32535.26,-0.1,0.14,0.45,-0.26,0.69,600000,600000,600000,600000,600000,30000,20,20,20,20,20
A289480,TIGER 200커버드콜,20180209,,일반,코스피 200 커버드콜 ATM 지수,28290,27611.5,28416.5,29060.5,27266.5,12300,12005,12355,12635,11855,-1.24,-1.72,2.92,2.27,-6.17,12275.93,12672.27,12690.57,12325.44,12331.8,0.2,-5.27,-2.64,2.51,-3.87,2300000,2300000,2300000,2300000,2300000,100000,23,23,23,23,23
A290080,RISE 200고배당커버드콜ATM,20180227,,일반,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),9843.75,9975,10263.75,10307.5,10850,5625,5700,5865,5890,6200,1.26,2.15,2.89,0.43,5.26,5588.32,6013.89,5860.65,5951.48,6530.48,0.66,-5.22,0.07,-1.03,-5.06,1750000,1750000,1750000,1750000,1750000,50000,35,35,35,35,35
A290130,RISE ESG사회책임투자,20180227,,일반,KRX ESG 사회책임경영(S)지수,546576.5,666252.75,626559.5,662091.75,632902.5,61070,60845,61730,60465,55035,-6.72,-0.37,1.45,-2.05,-8.98,61259.79,60548.88,61662.42,60186.19,54410.03,-0.31,0.49,0.11,0.46,1.15,8950000,10950000,10150000,10950000,11500000,50000,179,219,203,219,230
A291620,KIWOOM 코스닥150선물인버스,20180316,,인버스 1X ,F-코스닥150 인버스지수,2628,2394,2406,2400,2574,4380,3990,4010,4000,4290,3.55,-8.9,0.5,-0.25,7.25,4373.07,3981.88,4041.95,3996.21,4306.1,0.16,0.2,-0.79,0.09,-0.37,600000,600000,600000,600000,600000,10000,60,60,60,60,60
A291630,KIWOOM 코스닥150선물레버리지,20180316,,레버리지,F-코스닥150 레버리지지수,4944.9,5840.6,5729.3,5792.9,5088,4665,5510,5405,5465,4800,-9.59,18.11,-1.91,1.11,-12.17,4671.15,5505.2,5351.02,5466.62,4644,-0.13,0.09,1.01,-0.03,3.36,1060000,1060000,1060000,1060000,1060000,10000,106,106,106,106,106
A292050,RISE KRX300,20180326,,일반,KRX 300,21766.5,21642.25,21978.25,21374.5,19509,62190,61835,62795,61070,55740,-5.7,-0.57,1.55,-2.75,-8.73,61960.89,61543.16,62341.19,60813.38,55543.05,0.37,0.47,0.73,0.42,0.35,350000,350000,350000,350000,350000,50000,7,7,7,7,7
A292150,TIGER 코리아TOP10,20180330,,일반,FnGuide TOP10 지수,2422356.75,2418031,2407839.75,2380570,2209060,48015,47740,48205,47140,43400,-6.81,-0.57,0.97,-2.21,-7.93,47937.08,47494.27,48018.32,46700.55,42889.74,0.16,0.52,0.39,0.94,1.19,50450000,50650000,49950000,50500000,50900000,50000,1009,1013,999,1010,1018
A292160,TIGER KRX300,20180326,,일반,KRX 300,30345,30030,30540,29812.5,27035,60690,60060,61080,59625,54070,-5.91,-1.04,1.7,-2.38,-9.32,60467.36,60074.58,60842.7,59363.22,54248.22,0.37,-0.02,0.39,0.44,-0.33,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A292190,KODEX KRX300,20180326,,일반,KRX 300,102943.5,102467.5,103598,101124.5,92539.5,60555,60275,60940,59485,54435,-5.91,-0.46,1.1,-2.39,-8.49,60345.01,59941.31,60712.28,59228.03,54103.74,0.35,0.56,0.38,0.43,0.61,1700000,1700000,1700000,1700000,1700000,100000,17,17,17,17,17
A292500,SOL KRX300,20180326,,일반,KRX 300,30382.5,30672.5,31275,30367.5,27537.5,60765,61345,62550,60735,55075,-7.21,0.95,1.96,-2.9,-9.32,61630.06,61240.82,62022.22,60505,55286.86,-1.4,0.17,0.85,0.38,-0.38,500000,500000,500000,500000,500000,100000,5,5,5,5,5
A293180,HANARO 200,20180330,,일반,코스피 200,653125,644205.5,637629,620080,570285,137500,137065,138615,134800,123975,-5.9,-0.32,1.13,-2.75,-8.03,137738.44,136376.27,138206.79,134636.23,123017.62,-0.17,0.51,0.3,0.12,0.78,4750000,4700000,4600000,4600000,4600000,50000,95,94,92,92,92
A294400,KIWOOM 200TR,20180423,,일반,코스피 200 TR지수,2307712,2283712,2322240,2264427,2083049.25,180290,178415,181425,176220,162105,-5.46,-1.04,1.69,-2.87,-8.01,180000.19,178289.83,180681.63,175979.3,160799.68,0.16,0.07,0.41,0.14,0.81,12800000,12800000,12800000,12850000,12850000,50000,256,256,256,257,257
A295040,SOL 200TR,20180423,,일반,코스피 200 TR지수,918739.5,921060,932580,937068,902070,51470,51170,51810,50380,46260,-5.62,-0.58,1.25,-2.76,-8.18,51445.98,50931.78,51617.17,50277.92,45965.39,0.05,0.47,0.37,0.2,0.64,17850000,18000000,18000000,18600000,19500000,150000,119,120,120,124,130
A300610,TIGER K게임,20180724,,일반,WISE K게임 테마 지수,12120,13188,13428,14076,13740,5050,5495,5595,5865,5725,-3.26,8.81,1.82,4.83,-2.39,5066.77,5537.37,5579.1,5841.24,5783.08,-0.33,-0.77,0.28,0.41,-1,2400000,2400000,2400000,2400000,2400000,50000,48,48,48,48,48
A300640,RISE 게임테마,20180724,,일반,WISE 게임 테마 지수 (시장가격지수),20842.5,22697.5,23012.5,23943,23546.25,5955,6485,6575,6940,6825,-3.41,8.9,1.39,5.55,-1.66,5989.2,6534.4,6587.44,6907.26,6848.19,-0.57,-0.76,-0.19,0.47,-0.34,3500000,3500000,3500000,3450000,3450000,50000,70,70,70,69,69
A300950,KODEX 게임산업,20180724,,일반,FnGuide 게임 산업 지수,24380,26565,26933,27692,27692,5300,5775,5855,6020,6020,-2.12,8.96,1.39,2.82,0,5284.65,5752.78,5816.98,6021.13,6024.93,0.29,0.39,0.65,-0.02,-0.08,4600000,4600000,4600000,4600000,4600000,100000,46,46,46,46,46
A301400,PLUS 코스닥150,20180705,,일반,코스닥 150,10829,11816,11704,11739,10888.5,15470,16880,16720,16770,15555,-3.46,9.11,-0.95,0.3,-7.25,15467.57,16800.1,16697.98,16812.6,15520.19,0.02,0.48,0.13,-0.25,0.22,700000,700000,700000,700000,700000,50000,14,14,14,14,14
A302450,RISE 코스피,20180724,,일반,코스피지수,262710,262440,264825,259560,242357.25,87570,87480,88275,86520,82155,-5.82,-0.1,0.91,-1.99,-5.05,87264.93,87078.58,87942.79,86128.63,79302.41,0.35,0.46,0.38,0.45,3.6,3000000,3000000,3000000,3000000,2950000,50000,60,60,60,60,59
A304760,HANARO KRX300,20180814,,일반,KRX 300,23534,23672,23962,23136,22100,58835,59180,59905,57840,55250,-6.1,0.59,1.23,-3.45,-4.48,59279.95,58904.52,59655.82,58208.03,53199.87,-0.75,0.47,0.42,-0.63,3.85,400000,400000,400000,400000,400000,50000,8,8,8,8,8
A304770,HANARO 코스닥150,20180814,,일반,코스닥 150,21683.4,24040.8,23774.4,23882.4,22403.7,15270,16695,16510,16585,15345,-3.81,9.33,-1.11,0.45,-7.48,15325.57,16637.78,16536.57,16649.72,15377.09,-0.36,0.34,-0.16,-0.39,-0.21,1420000,1440000,1440000,1440000,1460000,20000,71,72,72,72,73
A304780,HANARO 200선물레버리지,20180814,,레버리지,코스피 200 선물레버리지지수,97096.5,99321.75,103482,96282,81148.5,215770,220715,229960,213960,180330,-15.1,2.29,4.19,-6.96,-15.72,226364.1,221072.22,226972.78,213377.08,180493.51,-4.68,-0.16,1.32,0.27,-0.09,450000,450000,450000,450000,450000,50000,9,9,9,9,9
A305050,ACE 코스피,20181005,,일반,코스피지수,52560,52431,53013,51795,47940,87600,87385,88355,86325,79900,-5.81,-0.25,1.11,-2.3,-7.44,87290.07,87129.99,87986.35,86188.11,79388.99,0.36,0.29,0.42,0.16,0.64,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A305540,TIGER 2차전지테마,20180912,,일반,WISE 2차전지 테마 지수,867888.5,993261.25,930632.5,908747,883671.5,17410,19925,18725,18340,17870,-5.97,14.45,-6.02,-2.06,-2.56,17421.25,19936.51,18630.2,18249.47,17849.36,-0.06,-0.06,0.51,0.5,0.12,49850000,49850000,49700000,49550000,49450000,50000,997,997,994,991,989
A305720,KODEX 2차전지산업,20180912,,일반,FnGuide 2차전지 산업 지수,1578072,1789575,1701215,1623726.5,1580460,13990,16050,15055,14615,14200,-5.6,14.72,-6.2,-2.92,-2.84,13944.89,16064.63,14975.72,14591.82,14257.09,0.32,-0.09,0.53,0.16,-0.4,112800000,111500000,113000000,111100000,111300000,100000,1128,1115,1130,1111,1113
A306520,HANARO 200선물인버스,20180918,,인버스 1X ,코스피 200 선물인버스 지수,1245,1251,1236,1278,1377,2075,2085,2060,2130,2295,5.92,0.48,-1.2,3.4,7.75,2061.62,2094.01,2063.23,2132.87,2303.51,0.65,-0.43,-0.16,-0.13,-0.37,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A306530,HANARO 코스닥150선물레버리지,20180918,,레버리지,F-코스닥150 레버리지지수,3524.5,4187.6,4090.7,4145.8,3545.4,9275,11020,10765,10910,9330,-7.39,18.81,-2.31,1.35,-14.48,9325.2,10993.23,10675.52,10904.96,9249.41,-0.54,0.24,0.84,0.05,0.87,380000,380000,380000,380000,380000,20000,19,19,19,19,19
A306950,KODEX KRX300레버리지,20181016,,레버리지,KRX300레버리지,110776,110776,113400,107200,90860,138470,138470,141750,134000,113575,-12.75,0,2.37,-5.47,-15.24,141015.69,139672.79,142257.79,135731.71,110101.17,-1.81,-0.86,-0.36,-1.28,3.16,800000,800000,800000,800000,800000,100000,8,8,8,8,8
A307510,TIGER 의료기기,20181108,,일반,FnGuide 의료기기 지수,4592,5162.5,7265,7320,7000,13120,14750,14530,14640,14000,-4.96,12.42,-1.49,0.76,-4.37,13243.13,14732.4,14452.08,14576.3,14147.5,-0.93,0.12,0.54,0.44,-1.04,350000,350000,500000,500000,500000,50000,7,7,10,10,10
A307520,TIGER 지주회사,20181108,,일반,FnGuide 지주회사 지수,329258.75,339471.25,339587,343249.5,326714.5,22475,23015,23180,23430,22610,-4.79,2.4,0.72,1.08,-3.5,22535.42,23115.82,23129.19,23438.13,22645.21,-0.27,-0.44,0.22,-0.03,-0.16,14650000,14750000,14650000,14650000,14450000,50000,293,295,293,293,289
A310960,TIGER 200TR,20181120,,일반,코스피 200 TR지수,407337,407031,411519,410072,375102,79870,79810,80690,78860,72135,-5.8,-0.08,1.1,-2.27,-8.53,80191.83,79361.66,80436.94,78333.35,71571.65,-0.4,0.56,0.31,0.67,0.79,5100000,5100000,5100000,5200000,5200000,100000,51,51,51,52,52
A310970,TIGER MSCI Korea TR,20181120,,일반,MSCI Korea TR Index,5935792.5,5868324,5797337,5477373,4995756,62025,61320,62270,60390,55080,-6.23,-1.14,1.55,-3.02,-8.79,61915.21,61048.63,61911.09,60102.88,54678.25,0.18,0.44,0.58,0.48,0.73,95700000,95700000,93100000,90700000,90700000,100000,957,957,931,907,907
A314700,HANARO 농업융복합산업,20181221,,일반,FnGuide 농업융복합산업지수(시장가격),3601.5,3888.5,5920.75,6063.75,6099.5,10290,11110,10765,11025,11090,-4.37,7.97,-3.11,2.42,0.59,10359.88,11178.87,10770.56,10988.92,11103.01,-0.67,-0.62,-0.05,0.33,-0.12,350000,350000,550000,550000,550000,50000,7,7,11,11,11
A315270,TIGER 200커뮤니케이션서비스,20190115,,일반,코스피 200 커뮤니케이션서비스,4508.4,4749.6,5102.5,5110.3,5189.6,18785,19790,19625,19655,19960,-2.03,5.35,-0.83,0.15,1.55,19023.36,19842.18,19576.97,19769.52,19976.01,-1.25,-0.26,0.25,-0.58,-0.08,240000,240000,260000,260000,260000,20000,12,12,13,13,13
A315930,KODEX Top5PlusTR,20190122,,일반,FnGuide TOP 5 Plus Total Return 지수,1746745,1747018,1713360,1669641,1580610,95975,95990,96800,94330,89300,-5.54,0.02,0.84,-2.55,-5.33,95847.69,95748.6,96665.39,94076.04,88542.03,0.13,0.25,0.14,0.27,0.86,18200000,18200000,17700000,17700000,17700000,100000,182,182,177,177,177
A315960,RISE 대형고배당10TR,20190122,,일반,WISE 대형고배당10 TR 지수,660518,653616,658240,638928,599216,97135,96120,96800,93960,88120,-5.51,-1.04,0.71,-2.93,-6.22,96751.11,95693.44,96621.92,93762.59,87425.22,0.4,0.45,0.18,0.21,0.79,6800000,6800000,6800000,6800000,6800000,50000,136,136,136,136,136
A316670,KIWOOM 코스닥150,20190122,,일반,코스닥 150,39267.6,44402.1,44438.8,44654,41761.1,7610,8315,8260,8300,7705,-3.91,9.26,-0.66,0.48,-7.17,7629.83,8285.48,8236.59,8293.56,7658.33,-0.26,0.36,0.28,0.08,0.61,5160000,5340000,5380000,5380000,5420000,20000,258,267,269,269,271
A322400,HANARO e커머스,20190423,,일반,FnGuide E커머스 지수(시장가격),35735,37642.5,36732.5,36604.5,36345.75,10210,10755,10495,10610,10535,-2.34,5.34,-2.42,1.1,-0.71,10167.94,10710.26,10449.29,10567.52,10559.99,0.41,0.42,0.44,0.4,-0.24,3500000,3500000,3500000,3450000,3450000,50000,70,70,70,69,69
A322410,HANARO K고배당,20190423,,일반,FnGuide 고배당 알파 지수 (시장가격),40365.5,41581.5,41211,41486.5,42579,21245,21885,21690,21835,22410,-1.6,3.35,-0.89,0.67,2.63,21133.91,21879.84,21662.97,21945.44,22317.72,0.53,0.02,0.12,-0.5,0.41,1900000,1900000,1900000,1900000,1900000,50000,38,38,38,38,38
A325010,KODEX 성장주,20190531,,일반,FnGuide 성장 지수(PR),178893,168810.5,170856.5,168810.5,164272,54210,54455,55115,54455,51335,-5.65,0.45,1.21,-1.2,-5.73,54127.21,54335.67,55019.07,54387.21,49399.59,0.15,0.22,0.17,0.12,3.92,3300000,3100000,3100000,3100000,3200000,100000,33,31,31,31,32
A325020,KODEX 배당가치,20190531,,일반,FnGuide SLV 배당가치 지수,125370,127407,127764,127113,125496,29850,30335,30420,30265,29880,-3.35,1.62,0.28,-0.51,-1.27,29755.64,30367.45,30428.17,30247.02,29891.02,0.32,-0.11,-0.03,0.06,-0.04,4200000,4200000,4200000,4200000,4200000,100000,42,42,42,42,42
