,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
A275750,RISE 코스닥150선물인버스,20170801,,인버스 1X ,F-코스닥150 인버스지수,2326.5,2412,,,,2585,2680,,,,-3.72,3.67,,,,2567.32,2705.2,,,,0.69,-0.93,,,,900000,900000,,,,50000,18,18,0,0,0
A277630,TIGER 코스피,20170831,,일반,코스피지수,477569,443781.25,,,,78290,71005,,,,2.9,-9.31,,,,77993.05,71024.95,,,,0.38,-0.03,,,,6100000,6250000,,,,50000,122,125,0,0,0
A277640,TIGER 코스피대형주,20170831,,일반,코스피 대형주 지수,78432,69060.5,,,,41280,37330,,,,2.42,-9.57,,,,41301.17,37390.9,,,,-0.05,-0.16,,,,1900000,1850000,,,,50000,38,37,0,0,0
A277650,TIGER 코스피중형주,20170831,,일반,코스피 중형주 지수,4174,4053,,,,20870,20265,,,,3.75,-2.9,,,,20860,20386.18,,,,0.05,-0.59,,,,200000,200000,,,,50000,4,4,0,0,0
A278240,RISE 코스닥150선물레버리지,20170831,,레버리지,F-코스닥150 레버리지지수,60634.7,56945.85,,,,8930,8265,,,,8.11,-7.45,,,,9099.81,8186.56,,,,-1.87,0.96,,,,6790000,6890000,,,,10000,679,689,0,0,0
A278530,KODEX 200TR,20171121,,일반,코스피 200 TR지수,8231256,7403178,,,,43760,39295,,,,2.92,-10.2,,,,43529.89,39241.71,,,,0.53,0.14,,,,188100000,188400000,,,,150000,1254,1256,0,0,0
A278540,KODEX MSCI Korea TR,20171109,,일반,MSCI Korea TR Index,2670937.5,2414062.5,,,,42735,38625,,,,1.8,-9.62,,,,42852.39,38455.92,,,,-0.27,0.44,,,,62500000,62500000,,,,100000,625,625,0,0,0
A279530,KODEX 고배당주,20171017,,일반,FnGuide 고배당 Plus 지수,321165,320067,,,,17550,17490,,,,0.66,-0.34,,,,17576.31,17548.56,,,,-0.15,-0.33,,,,18300000,18300000,,,,100000,183,183,0,0,0
A279540,KODEX 최소변동성,20171017,,일반,KRX 최소변동성 지수,13413,12399,,,,22355,20665,,,,5.75,-7.56,,,,22097.98,20767.28,,,,1.16,-0.49,,,,600000,600000,,,,100000,6,6,0,0,0
A280920,PLUS 주도업종,20171017,,일반,FnGuide 주도업종 지수,13700.5,12537.25,,,,24910,22795,,,,6.41,-8.49,,,,24699.11,22917.55,,,,0.85,-0.53,,,,550000,550000,,,,50000,11,11,0,0,0
A281990,RISE 중소형고배당,20171102,,일반,FnGuide 중소형고배당포커스지수(시장가격지수),9636,9487.5,,,,17520,17250,,,,1.48,-1.54,,,,17467.65,17354.27,,,,0.3,-0.6,,,,550000,550000,,,,50000,11,11,0,0,0
A284980,RISE 200금융,20171208,,일반,코스피 200 금융,21096,21060,,,,23440,23400,,,,5.35,-0.17,,,,23405.74,23355.83,,,,0.15,0.19,,,,900000,900000,,,,20000,45,45,0,0,0
A285690,FOCUS ESG리더스,20171213,,일반,KRX ESG Leaders 150,7637,7316.75,,,,21820,20905,,,,2.3,-4.19,,,,21982.47,20957.64,,,,-0.74,-0.25,,,,350000,350000,,,,50000,7,7,0,0,0
A289040,KODEX MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Capped Index,22227,19752,,,,37045,32920,,,,4.16,-11.14,,,,36459.59,33146.19,,,,1.61,-0.68,,,,600000,600000,,,,100000,6,6,0,0,0
A289250,TIGER MSCI KOREA ESG유니버설,20180207,,일반,MSCI Korea ESG Universal Index,26540.85,23932.65,,,,38465,34685,,,,4.55,-9.83,,,,38198.5,34663.48,,,,0.7,0.06,,,,690000,690000,,,,30000,23,23,0,0,0
A289260,TIGER MSCI KOREA ESG리더스,20180207,,일반,MSCI Korea Country ESG Leaders Capped Index,18909,17064,,,,31515,28440,,,,4.49,-9.76,,,,31427.67,28533.98,,,,0.28,-0.33,,,,600000,600000,,,,30000,20,20,0,0,0
A289480,TIGER 200커버드콜,20180209,,일반,코스피 200 커버드콜 ATM 지수,28876.5,27634.5,,,,12555,12015,,,,1.87,-4.3,,,,12533.49,11951.41,,,,0.17,0.53,,,,2300000,2300000,,,,100000,23,23,0,0,0
A290080,RISE 200고배당커버드콜ATM,20180227,,일반,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),11838.75,12127.5,,,,6765,6930,,,,1.65,2.44,,,,6745.76,7018.44,,,,0.29,-1.26,,,,1750000,1750000,,,,50000,35,35,0,0,0
A290130,RISE ESG사회책임투자,20180227,,일반,KRX ESG 사회책임경영(S)지수,724132.5,649330.5,,,,53050,47570,,,,1.78,-10.33,,,,53156.48,47350.32,,,,-0.2,0.46,,,,13650000,13650000,,,,50000,273,273,0,0,0
A291620,KIWOOM 코스닥150선물인버스,20180316,,인버스 1X ,F-코스닥150 인버스지수,2599.2,2707.5,,,,4560,4750,,,,-4.2,4.17,,,,4527.38,4775.42,,,,0.72,-0.53,,,,570000,570000,,,,10000,57,57,0,0,0
A291630,KIWOOM 코스닥150선물레버리지,20180316,,레버리지,F-코스닥150 레버리지지수,4558.4,4507.25,,,,4070,3725,,,,10.6,-8.48,,,,4085.13,3667.56,,,,-0.37,1.57,,,,1120000,1210000,,,,10000,112,121,0,0,0
A292050,RISE KRX300,20180326,,일반,KRX 300,19106.5,17153.5,,,,54590,49010,,,,3.39,-10.22,,,,54385.2,49113.39,,,,0.38,-0.21,,,,350000,350000,,,,50000,7,7,0,0,0
A292150,TIGER 코리아TOP10,20180330,,일반,FnGuide TOP10 지수,2227096.5,2041776,,,,42870,38670,,,,2.41,-9.8,,,,42611.81,38571.69,,,,0.61,0.25,,,,51950000,52800000,,,,50000,1039,1056,0,0,0
A292160,TIGER KRX300,20180326,,일반,KRX 300,26655,24195,,,,53310,48390,,,,1.98,-9.23,,,,53122.81,48010.65,,,,0.35,0.79,,,,500000,500000,,,,100000,5,5,0,0,0
A292190,KODEX KRX300,20180326,,일반,KRX 300,84640,76552,,,,52900,47845,,,,2.5,-9.56,,,,52978.39,47856.3,,,,-0.15,-0.02,,,,1600000,1600000,,,,100000,16,16,0,0,0
A292500,SOL KRX300,20180326,,일반,KRX 300,27155,24557.5,,,,54310,49115,,,,3.9,-9.57,,,,54128.17,48902.62,,,,0.34,0.43,,,,500000,500000,,,,100000,5,5,0,0,0
A293180,HANARO 200,20180330,,일반,코스피 200,538005,495881.75,,,,120900,108985,,,,2.49,-9.86,,,,120698.19,108828.54,,,,0.17,0.14,,,,4450000,4550000,,,,50000,89,91,0,0,0
A294400,KIWOOM 200TR,20180423,,일반,코스피 200 TR지수,2024064,1821568,,,,158130,142310,,,,2.42,-10,,,,157754.28,142199.39,,,,0.24,0.08,,,,12800000,12800000,,,,50000,256,256,0,0,0
A295040,SOL 200TR,20180423,,일반,코스피 200 TR지수,950460,854805,,,,45260,40705,,,,2.84,-10.06,,,,45088.49,40645.4,,,,0.38,0.15,,,,21000000,21000000,,,,150000,140,140,0,0,0
A300610,TIGER K게임,20180724,,일반,WISE K게임 테마 지수,13265.75,12960.25,,,,5645,5515,,,,3.77,-2.3,,,,5664.99,5503.45,,,,-0.35,0.21,,,,2350000,2350000,,,,50000,47,47,0,0,0
A300640,RISE 게임테마,20180724,,일반,WISE 게임 테마 지수 (시장가격지수),23218.5,22597.5,,,,6730,6550,,,,0.52,-2.67,,,,6744.55,6574.56,,,,-0.22,-0.37,,,,3450000,3450000,,,,50000,69,69,0,0,0
A300950,KODEX 게임산업,20180724,,일반,FnGuide 게임 산업 지수,26437.5,25987.5,,,,5875,5775,,,,-0.09,-1.7,,,,5874.37,5749.4,,,,0.01,0.45,,,,4500000,4500000,,,,100000,45,45,0,0,0
A301400,PLUS 코스닥150,20180705,,일반,코스닥 150,10181.5,9758,,,,14545,13940,,,,4.79,-4.16,,,,14615.78,13899.24,,,,-0.48,0.29,,,,700000,700000,,,,50000,14,14,0,0,0
A302450,RISE 코스피,20180724,,일반,코스피지수,229421.5,211500,,,,77770,70500,,,,4.01,-9.35,,,,77510.9,70538.33,,,,0.33,-0.05,,,,2950000,3000000,,,,50000,59,60,0,0,0
A304760,HANARO KRX300,20180814,,일반,KRX 300,20912,18706,,,,52280,46765,,,,2.18,-10.55,,,,52092.79,47087.17,,,,0.36,-0.68,,,,400000,400000,,,,50000,8,8,0,0,0
A304770,HANARO 코스닥150,20180814,,일반,코스닥 150,21002.1,20199.1,,,,14385,13835,,,,4.66,-3.82,,,,14487.38,13780.77,,,,-0.71,0.39,,,,1460000,1460000,,,,20000,73,73,0,0,0
A304780,HANARO 200선물레버리지,20180814,,레버리지,코스피 200 선물레버리지지수,76407.75,61146,,,,169795,135880,,,,4.82,-19.97,,,,170378.48,136513.42,,,,-0.34,-0.46,,,,450000,450000,,,,50000,9,9,0,0,0
A305050,ACE 코스피,20181005,,일반,코스피지수,46680,42621,,,,77800,71035,,,,1.86,-8.7,,,,77592.79,70646.83,,,,0.27,0.55,,,,600000,600000,,,,50000,12,12,0,0,0
A305540,TIGER 2차전지테마,20180912,,일반,WISE 2차전지 테마 지수,847416,844209.75,,,,17085,16935,,,,5.43,-0.88,,,,17035.89,16979.8,,,,0.29,-0.26,,,,49600000,49850000,,,,50000,992,997,0,0,0
A305720,KODEX 2차전지산업,20180912,,일반,FnGuide 2차전지 산업 지수,1539856.5,1506063.5,,,,13615,13435,,,,5.95,-1.32,,,,13570.95,13480.59,,,,0.32,-0.34,,,,113100000,112100000,,,,100000,1131,1121,0,0,0
A306520,HANARO 200선물인버스,20180918,,인버스 1X ,코스피 200 선물인버스 지수,1401,1554,,,,2335,2590,,,,-2.51,10.92,,,,2337.87,2589.21,,,,-0.12,0.03,,,,600000,600000,,,,50000,12,12,0,0,0
A306530,HANARO 코스닥150선물레버리지,20180918,,레버리지,F-코스닥150 레버리지지수,3226,2948,,,,8065,7370,,,,9.43,-8.62,,,,8144.76,7311.44,,,,-0.98,0.8,,,,400000,400000,,,,20000,20,20,0,0,0
A306950,KODEX KRX300레버리지,20181016,,레버리지,KRX300레버리지,84148,68800,,,,105185,86000,,,,4.6,-18.24,,,,106514.78,85021.36,,,,-1.25,1.15,,,,800000,800000,,,,100000,8,8,0,0,0
A307510,TIGER 의료기기,20181108,,일반,FnGuide 의료기기 지수,5454,5318,,,,13635,13295,,,,5.01,-2.49,,,,13572.82,13230.13,,,,0.46,0.49,,,,400000,400000,,,,50000,8,8,0,0,0
A307520,TIGER 지주회사,20181108,,일반,FnGuide 지주회사 지수,304290,290360,,,,21735,20740,,,,5.59,-4.58,,,,21801.3,20777.63,,,,-0.3,-0.18,,,,14000000,14000000,,,,50000,280,280,0,0,0
A310960,TIGER 200TR,20181120,,일반,코스피 200 TR지수,366132,328666,,,,70410,63205,,,,2.91,-10.23,,,,70217.39,63272.98,,,,0.27,-0.11,,,,5200000,5200000,,,,100000,52,52,0,0,0
A310970,TIGER MSCI Korea TR,20181120,,일반,MSCI Korea TR Index,4904108,4407432,,,,54010,48540,,,,2.88,-10.13,,,,53822.49,48302.94,,,,0.35,0.49,,,,90800000,90800000,,,,100000,908,908,0,0,0
A314700,HANARO 농업융복합산업,20181221,,일반,FnGuide 농업융복합산업지수(시장가격),5838.25,5808,,,,10615,10560,,,,1.34,-0.52,,,,10681.81,10576.49,,,,-0.63,-0.16,,,,550000,550000,,,,50000,11,11,0,0,0
A315270,TIGER 200커뮤니케이션서비스,20190115,,일반,코스피 200 커뮤니케이션서비스,4770,4614,,,,19875,19225,,,,2.05,-3.27,,,,19809.98,19373.93,,,,0.33,-0.77,,,,240000,240000,,,,20000,12,12,0,0,0
A315930,KODEX Top5PlusTR,20190122,,일반,FnGuide TOP 5 Plus Total Return 지수,1557937.5,1446200,,,,89025,82640,,,,2.5,-7.17,,,,89216.56,82742.59,,,,-0.21,-0.12,,,,17500000,17500000,,,,100000,175,175,0,0,0
A315960,RISE 대형고배당10TR,20190122,,일반,WISE 대형고배당10 TR 지수,601087.5,551664.75,,,,87750,80535,,,,2.61,-8.22,,,,87576.94,80537.77,,,,0.2,0,,,,6850000,6850000,,,,50000,137,137,0,0,0
A316670,KIWOOM 코스닥150,20190122,,일반,코스닥 150,41615,40179.2,,,,7175,6880,,,,4.36,-4.11,,,,7214.18,6862.19,,,,-0.54,0.26,,,,5800000,5840000,,,,20000,290,292,0,0,0
A322400,HANARO e커머스,20190423,,일반,FnGuide E커머스 지수(시장가격),35931.75,35052,,,,10415,10160,,,,3.94,-2.45,,,,10374.81,10235.27,,,,0.39,-0.74,,,,3450000,3450000,,,,50000,69,69,0,0,0
A322410,HANARO K고배당,20190423,,일반,FnGuide 고배당 알파 지수 (시장가격),42022.75,40329,,,,22715,22405,,,,2.23,-1.36,,,,22697.76,22561.2,,,,0.08,-0.69,,,,1850000,1800000,,,,50000,37,36,0,0,0
A325010,KODEX 성장주,20190531,,일반,FnGuide 성장 지수(PR),151856,136000,,,,47455,42500,,,,3.56,-10.44,,,,47402.49,42628.81,,,,0.11,-0.3,,,,3200000,3200000,,,,100000,32,32,0,0,0
A325020,KODEX 배당가치,20190531,,일반,FnGuide SLV 배당가치 지수,126945,123312,,,,30225,29360,,,,3.51,-2.86,,,,30246.22,29329.81,,,,-0.07,0.1,,,,4200000,4200000,,,,100000,42,42,0,0,0
A326230,RISE 내수주플러스,20190620,,일반,FnGuide 내수주플러스 지수,7171.2,7049.6,,,,11205,11015,,,,2.56,-1.7,,,,11248.06,11100.88,,,,-0.38,-0.77,,,,640000,640000,,,,20000,32,32,0,0,0
A326240,RISE IT플러스,20190620,,일반,FnGuide IT플러스 지수,124581.6,112028.4,,,,47190,42435,,,,4.76,-10.08,,,,47255.67,42554.38,,,,-0.14,-0.28,,,,2640000,2640000,,,,20000,132,132,0,0,0
A328370,PLUS 코스피TR,20190625,,일반,코스피 TR,132552,121369.5,,,,42080,38530,,,,2.94,-8.44,,,,42095.38,38279.6,,,,-0.04,0.65,,,,3150000,3150000,,,,50000,63,63,0,0,0
A332500,ACE 200TR,20190828,,일반,코스피 200 TR지수,178145,160468,,,,80975,72940,,,,2.5,-9.92,,,,80877.69,72876.07,,,,0.12,0.09,,,,2200000,2200000,,,,100000,22,22,0,0,0
A332930,HANARO 200TR,20190828,,일반,코스피 200 TR지수,229716.25,206596,,,,158425,142480,,,,2.97,-10.06,,,,157806.7,142284.23,,,,0.39,0.14,,,,1450000,1450000,,,,50000,29,29,0,0,0
A332940,HANARO MSCI Korea TR,20190828,,일반,MSCI Korea TR Index,129192,114756,,,,53830,47815,,,,3.69,-11.17,,,,53635.09,48134.62,,,,0.36,-0.66,,,,2400000,2400000,,,,100000,24,24,0,0,0
A337120,KODEX 멀티팩터,20191114,,일반,FnGuide 멀티팩터 지수,23133,20757,,,,38555,34595,,,,5.34,-10.27,,,,38156.24,34650.71,,,,1.05,-0.16,,,,600000,600000,,,,100000,6,6,0,0,0
A337140,KODEX 코스피대형주,20191114,,일반,코스피 대형주 지수,88253,79552,,,,40115,36160,,,,2.66,-9.86,,,,39976.13,36185.96,,,,0.35,-0.07,,,,2200000,2200000,,,,100000,22,22,0,0,0
A337150,KODEX 200exTOP,20191114,,일반,코스피 200 초대형제외 지수,18476.5,17605,,,,26395,25150,,,,5.5,-4.72,,,,26247.68,25039.51,,,,0.56,0.44,,,,700000,700000,,,,100000,7,7,0,0,0
A337160,KODEX 200ESG,20191114,,일반,코스피 200 ESG 지수,206895,185055,,,,53050,47450,,,,2.38,-10.56,,,,52857.57,47754.64,,,,0.36,-0.64,,,,3900000,3900000,,,,100000,39,39,0,0,0
A354500,ACE 코스닥150,20200507,,일반,코스닥 150,139584,135460.5,,,,14540,13965,,,,4.42,-3.95,,,,14614.88,13900.12,,,,-0.51,0.47,,,,9600000,9700000,,,,100000,96,97,0,0,0
A359210,KODEX 코스피TR,20200721,,일반,코스피 TR,81690,74235,,,,38900,35350,,,,3.05,-9.13,,,,38765.8,35289.26,,,,0.35,0.17,,,,2100000,2100000,,,,100000,21,21,0,0,0
A360140,KODEX 200롱코스닥150숏선물,20200821,,일반,코스피 200 롱 100% 코스닥 150 숏 100% 선물지수,54714,51678,,,,24870,23490,,,,-2.13,-5.55,,,,24695.92,23549.88,,,,0.7,-0.25,,,,2200000,2200000,,,,100000,22,22,0,0,0
A360150,KODEX 코스닥150롱코스피200숏선물,20200821,,일반,코스닥 150 롱 100% 코스피 200 숏 100% 선물지수,13982.5,14805,,,,2975,3150,,,,1.88,5.88,,,,2989.13,3134.8,,,,-0.47,0.48,,,,4700000,4700000,,,,100000,47,47,0,0,0
A361580,RISE 200TR,20200821,,일반,코스피 200 TR지수,538745.5,484148.75,,,,68630,61675,,,,2.72,-10.13,,,,68371.17,61586.2,,,,0.38,0.14,,,,7850000,7850000,,,,50000,157,157,0,0,0
A363580,KODEX 200IT TR,20200925,,일반,코스피 200 정보기술 TR,284625,246195,,,,63250,54710,,,,3.86,-13.5,,,,63141.06,54805.83,,,,0.17,-0.17,,,,4500000,4500000,,,,100000,45,45,0,0,0
A364690,KODEX 혁신기술테마액티브,20200929,,일반,코스피지수,25935,23280,,,,43225,38800,,,,3.48,-10.24,,,,43060.52,38790.18,,,,0.38,0.03,,,,600000,600000,,,,100000,6,6,0,0,0
A364960,TIGER BBIG,20201007,,일반,KRX BBIG 지수,77428.5,75950,,,,6295,6200,,,,3.96,-1.51,,,,6287.64,6184.17,,,,0.12,0.26,,,,12300000,12250000,,,,50000,246,245,0,0,0
A364970,TIGER 바이오TOP10,20201007,,일반,KRX 바이오 TOP 10 지수,269742,265024,,,,6710,6560,,,,1.28,-2.24,,,,6715,6574.45,,,,-0.07,-0.22,,,,40200000,40400000,,,,50000,804,808,0,0,0
A364980,TIGER 2차전지TOP10,20201007,,일반,KRX 2차전지 TOP 10 지수,586737.5,589582,,,,9125,9155,,,,6.35,0.33,,,,9165.03,9175.83,,,,-0.44,-0.23,,,,64300000,64400000,,,,50000,1286,1288,0,0,0
A364990,TIGER 게임TOP10,20201007,,일반,KRX 게임 TOP 10 지수,23547,22971,,,,5010,4940,,,,0.4,-1.4,,,,4989.6,4917.7,,,,0.41,0.45,,,,4700000,4650000,,,,50000,94,93,0,0,0
A365000,TIGER 인터넷TOP10,20201007,,일반,KRX 인터넷 TOP 10,37838.25,35627.25,,,,3765,3545,,,,7.26,-5.84,,,,3758.13,3538.79,,,,0.18,0.18,,,,10050000,10050000,,,,50000,201,201,0,0,0
A365040,TIGER AI코리아그로스액티브,20200929,,일반,코스피지수,78650,70970,,,,39325,35485,,,,3.31,-9.76,,,,39171.47,35714.85,,,,0.39,-0.64,,,,2000000,2000000,,,,100000,20,20,0,0,0
A367740,HANARO Fn5G산업,20201029,,일반,FnGuide 5G 산업 지수,24018.5,22401.5,,,,43670,40730,,,,1.89,-6.73,,,,43679.05,40835.53,,,,-0.02,-0.26,,,,550000,550000,,,,50000,11,11,0,0,0
A367760,RISE 네트워크인프라,20201029,,일반,FnGuide 네트워크 인프라 지수,817748.75,707859,,,,66755,58260,,,,4.47,-12.73,,,,66521.89,58121.98,,,,0.35,0.24,,,,12250000,12150000,,,,50000,245,243,0,0,0
A367770,RISE 수소경제테마,20201029,,일반,FnGuide 수소경제테마 지수,118938.75,115089.5,,,,22655,21715,,,,5.08,-4.15,,,,22596,21679.49,,,,0.26,0.16,,,,5250000,5300000,,,,50000,105,106,0,0,0
A368190,HANARO Fn K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,23600,23200,,,,7375,7250,,,,4.98,-1.7,,,,7375.52,7302.32,,,,-0.01,-0.72,,,,3200000,3200000,,,,50000,64,64,0,0,0
A368680,KODEX K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,6655.5,6592.5,,,,7395,7325,,,,3.86,-0.95,,,,7435.21,7361.07,,,,-0.54,-0.49,,,,900000,900000,,,,100000,9,9,0,0,0
A373490,KODEX 코리아혁신성장액티브,20201224,,일반,FnGuide K-이노베이션 지수,13295,12362.5,,,,26590,24725,,,,9.88,-7.01,,,,26494.99,24819.13,,,,0.36,-0.38,,,,500000,500000,,,,50000,10,10,0,0,0
A375760,HANARO 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,23926.5,21613.5,,,,26585,24015,,,,4.38,-9.67,,,,26487.41,24195.28,,,,0.37,-0.75,,,,900000,900000,,,,100000,9,9,0,0,0
A375770,KODEX 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,48420,43947,,,,26900,24415,,,,4.75,-9.24,,,,26831.81,24529,,,,0.25,-0.46,,,,1800000,1800000,,,,100000,18,18,0,0,0
A376410,TIGER 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,23904,21780,,,,26560,24200,,,,3.13,-8.89,,,,26530.96,24275.64,,,,0.11,-0.31,,,,900000,900000,,,,100000,9,9,0,0,0
A377990,TIGER Fn신재생에너지,20210305,,일반,FnGuide 신재생에너지 지수,118898.5,112210,,,,24265,22900,,,,6.43,-5.63,,,,24280.9,22995.29,,,,-0.07,-0.41,,,,4900000,4900000,,,,50000,98,98,0,0,0
A380340,ACE 코리아AI테크핵심산업,20210402,,일반,FnGuide 코리아AI테크핵심산업지수 (Price Return),35190,31908,,,,29325,26590,,,,5.15,-9.33,,,,29205.49,26460.52,,,,0.41,0.49,,,,1200000,1200000,,,,100000,12,12,0,0,0
A381560,HANARO Fn전기&수소차,20210402,,일반,FnGuide 전기&수소차 지수 (시장가격),24913,24241,,,,17795,17315,,,,4.74,-2.7,,,,17725.17,17250.82,,,,0.39,0.37,,,,1400000,1400000,,,,50000,28,28,0,0,0
A381570,HANARO Fn친환경에너지,20210402,,일반,FnGuide 친환경에너지 지수 (시장가격),8151.5,8087.75,,,,9590,9515,,,,5.62,-0.78,,,,9569.36,9463.87,,,,0.22,0.54,,,,850000,850000,,,,50000,17,17,0,0,0
A385510,KODEX 신재생에너지액티브,20210525,,일반,FnGuide K-신재생에너지플러스 지수,295397,288466.5,,,,35590,34755,,,,5.39,-2.35,,,,35517.47,34683.49,,,,0.2,0.21,,,,8300000,8300000,,,,50000,166,166,0,0,0
A385520,KODEX 자율주행액티브,20210525,,일반,FnGuide K-미래차 지수,35007,33243,,,,16670,15830,,,,5.37,-5.04,,,,16647.38,15928.97,,,,0.14,-0.62,,,,2100000,2100000,,,,50000,42,42,0,0,0
A385590,ACE ESG액티브,20210525,,일반,MSCI Korea Country ESG Leaders Custom Capped Price return Index,60559,53751,,,,26330,23370,,,,7.25,-11.24,,,,25751.31,23464.16,,,,2.25,-0.4,,,,2300000,2300000,,,,100000,23,23,0,0,0
A385600,ACE 2차전지&친환경차액티브,20210525,,일반,FnGuide 친환경자동차밸류체인 지수,17715,17392.5,,,,11810,11595,,,,4.84,-1.82,,,,11864.59,11540.45,,,,-0.46,0.47,,,,1500000,1500000,,,,100000,15,15,0,0,0
A385710,TIME K이노베이션액티브,20210525,,일반,KRX BBIG 지수,11235,10670,,,,11235,10670,,,,5.84,-5.03,,,,11187.18,10745.46,,,,0.43,-0.7,,,,1000000,1000000,,,,100000,10,10,0,0,0
A385720,TIME 코스피액티브,20210525,,일반,코스피지수,404771,350472,,,,28505,25770,,,,3.5,-9.59,,,,28352.01,25862.84,,,,0.54,-0.36,,,,14200000,13600000,,,,100000,142,136,0,0,0
A387280,TIGER 퓨처모빌리티액티브,20210525,,일반,FnGuide 퓨처모빌리티 지수,16492,15344,,,,11780,10960,,,,6.85,-6.96,,,,11647.69,11036.66,,,,1.14,-0.69,,,,1400000,1400000,,,,10000,140,140,0,0,0
A388280,RISE K엔터&여행레저,20210610,,일반,FnGuide K엔터&여행레저 지수,27880,27421,,,,8200,8065,,,,2.56,-1.65,,,,8188.82,8026.22,,,,0.14,0.48,,,,3400000,3400000,,,,20000,170,170,0,0,0
A388420,RISE 비메모리반도체액티브,20210610,,일반,iSelect 비메모리반도체 지수(시장가격지수),297394.5,269082,,,,32825,29700,,,,6.92,-9.52,,,,32719.27,29722.16,,,,0.32,-0.07,,,,9060000,9060000,,,,20000,453,453,0,0,0
A391670,HK 베스트일레븐액티브,20210706,,일반,코스피 200,20952.75,18424.25,,,,32235,28345,,,,4.13,-12.07,,,,31842.84,28372.8,,,,1.23,-0.1,,,,650000,650000,,,,50000,13,13,0,0,0
A395150,KODEX 웹툰&드라마,20210730,,일반,FnGuide 웹툰&드라마 지수,9526.4,9230,,,,1832,1775,,,,3.74,-3.11,,,,1825.21,1774.72,,,,0.37,0.02,,,,5200000,5200000,,,,100000,52,52,0,0,0
A395160,KODEX AI반도체TOP2플러스,20210730,,일반,FnGuide AI반도체 TOP2+ 지수,4605891,3905740,,,,47095,40100,,,,3.57,-14.85,,,,47003.53,40105.83,,,,0.19,-0.01,,,,97800000,97400000,,,,100000,978,974,0,0,0
A395170,KODEX Top10동일가중,20210730,,일반,FnGuide TOP10 동일가중 지수,34890,31980,,,,17445,15990,,,,3.59,-8.34,,,,17403.81,15912.97,,,,0.24,0.48,,,,2000000,2000000,,,,100000,20,20,0,0,0
A395270,HANARO Fn K-반도체,20210730,,일반,FnGuide K-반도체 지수 (시장가격),4412250,3746763.75,,,,66600,56985,,,,3.92,-14.44,,,,66436.59,57039.98,,,,0.25,-0.1,,,,66250000,65750000,,,,50000,1325,1315,0,0,0
A395280,HANARO Fn K-게임,20210730,,일반,FnGuide K-게임 지수 (시장가격),8952,8748,,,,3730,3645,,,,-2.61,-2.28,,,,3705.17,3631.98,,,,0.67,0.36,,,,2400000,2400000,,,,50000,48,48,0,0,0
A395290,HANARO Fn K-POP&미디어,20210730,,일반,FnGuide K-POP&미디어 지수 (시장가격),35281.25,34250,,,,5645,5480,,,,2.08,-2.92,,,,5621.47,5468.24,,,,0.42,0.22,,,,6250000,6250000,,,,50000,125,125,0,0,0
A395750,PLUS ESG가치주액티브,20210730,,일반,FnGuide 한화 ESG Value 지수,9018,8192,,,,22545,20480,,,,2.62,-9.16,,,,22420.87,20571.21,,,,0.55,-0.44,,,,400000,400000,,,,50000,8,8,0,0,0
A395760,PLUS ESG성장주액티브,20210730,,일반,FnGuide 한화 ESG Growth 지수,13857,12621,,,,23095,21035,,,,3.45,-8.92,,,,23050.17,21076.73,,,,0.19,-0.2,,,,600000,600000,,,,50000,12,12,0,0,0
A396500,TIGER 반도체TOP10,20210810,,일반,FnGuide 반도체TOP10 지수,10629255,9213242.5,,,,41930,36575,,,,4.38,-12.77,,,,41756.31,36602.06,,,,0.42,-0.07,,,,253500000,251900000,,,,50000,5070,5038,0,0,0
A400970,TIGER Fn메타버스,20211013,,일반,FnGuide 메타버스테마 지수,42640,41210,,,,8200,7925,,,,1.42,-3.35,,,,8188.52,7904.55,,,,0.14,0.26,,,,5200000,5200000,,,,50000,104,104,0,0,0
A401170,RISE 메타버스,20211013,,일반,iSelect 메타버스 지수(시장가격지수),48360.6,46069.2,,,,12030,11460,,,,2.6,-4.74,,,,11962.77,11425.04,,,,0.56,0.31,,,,4020000,4020000,,,,20000,201,201,0,0,0
A401470,KODEX 메타버스액티브,20211013,,일반,FnGuide K-메타버스 지수,61244,58194,,,,10040,9540,,,,0.4,-4.98,,,,10011.11,9627.81,,,,0.29,-0.91,,,,6100000,6100000,,,,50000,122,122,0,0,0
A402460,HANARO Fn K-메타버스MZ,20211013,,일반,FnGuide K-메타버스 MZ 지수(시장가격),8417.75,8030,,,,15305,14600,,,,3.34,-4.61,,,,15236.92,14535.18,,,,0.45,0.45,,,,550000,550000,,,,50000,11,11,0,0,0
