,Account,W200300,R102300,W202100,W200100,S102100,S102100,S102100,S102100,S102100,S100100,S100100,S100100,S100100,S100100,S100500,S100500,S100500,S100500,S100500,W201100,W201100,W201100,W201100,W201100,W201200,W201200,W201200,W201200,W201200,S101500,S101500,S101500,S101500,S101500,W402600,,,,,
,Period, ,,, ,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,20260706,20260707,20260708,20260709,20260703,num_cu_20260703,num_cu_20260706,num_cu_20260707,num_cu_20260708,num_cu_20260709
,Unit,Txt,Txt,Txt,Txt,Local mn,Local mn,Local mn,Local mn,Local mn,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,%,%,%,%,%,Shares,Shares,Shares,Shares,Shares,X,,,,,
,Base Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Name,상장일,상장폐지일,"ETF레버리지,인버스구분",ETF기초지수명,시가총액,시가총액,시가총액,시가총액,시가총액,종가,종가,종가,종가,종가,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,수정주가수익률,ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF순자산가치(NAV),ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,ETF괴리율,상장주식수,상장주식수,상장주식수,상장주식수,상장주식수,CU구성좌수,,,,,
A337140,KODEX 코스피대형주,20191114,,일반,코스피 대형주 지수,91266,90709.5,85596,81627,82057.5,43460,43195,40760,38870,39075,5.55,-0.61,-5.64,-4.64,0.53,43422.98,43225.45,40973.11,38717.85,39018.57,0.09,-0.07,-0.52,0.39,0.14,2100000,2100000,2100000,2100000,2100000,100000,21,21,21,21,21
A337150,KODEX 200exTOP,20191114,,일반,코스피 200 초대형제외 지수,19558,19418,18641,17853.5,17514,27940,27740,26630,25505,25020,0.85,-0.72,-4,-4.22,-1.9,27920.78,27658.18,26849.69,25610.24,25169.37,0.07,0.3,-0.82,-0.41,-0.59,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A337160,KODEX 200ESG,20191114,,일반,코스피 200 ESG 지수,218006,216676,211185,200109,202078.5,57370,57020,54150,51310,51815,6.29,-0.61,-5.03,-5.24,0.98,57202.11,56852.39,53982.92,51099.13,51598.79,0.29,0.29,0.31,0.41,0.42,3800000,3800000,3900000,3900000,3900000,100000,38,38,39,39,39
A354500,ACE 코스닥150,20200507,,일반,코스닥 150,144572,139684,140928,131808,133680,15380,14860,14680,13730,13925,-1.6,-3.38,-1.21,-6.47,1.42,15423.51,14933.51,14695.07,13725.24,13921.1,-0.28,-0.49,-0.1,0.03,0.03,9400000,9400000,9600000,9600000,9600000,100000,94,94,96,96,96
A359210,KODEX 코스피TR,20200721,,일반,코스피 TR,88410,87538.5,82950,79149,79275,42100,41685,39500,37690,37750,5.46,-0.99,-5.24,-4.58,0.16,41940.71,41750.23,39698.82,37570.57,37811.36,0.38,-0.16,-0.5,0.32,-0.16,2100000,2100000,2100000,2100000,2100000,100000,21,21,21,21,21
A360140,KODEX 200롱코스닥150숏선물,20200821,,일반,코스피 200 롱 100% 코스닥 150 숏 100% 선물지수,56320,57904,54549,56199,55902,25600,26320,24795,25545,25410,7.47,2.81,-5.79,3.02,-0.53,25653.97,26314.02,25478.32,25613.06,25285.95,-0.21,0.02,-2.68,-0.27,0.49,2200000,2200000,2200000,2200000,2200000,100000,22,22,22,22,22
A360150,KODEX 코스닥150롱코스피200숏선물,20200821,,일반,코스닥 150 롱 100% 코스피 200 숏 100% 선물지수,13630,13277.5,13818,13606.5,13724,2900,2825,2940,2895,2920,-7.05,-2.59,4.07,-1.53,0.86,2886.14,2813.02,2893.15,2887.3,2924.43,0.48,0.43,1.62,0.27,-0.15,4700000,4700000,4700000,4700000,4700000,100000,47,47,47,47,47
A361580,RISE 200TR,20200821,,일반,코스피 200 TR지수,557212.5,553875,533368,513980,521157,74295,73850,70180,66320,66815,5.59,-0.6,-4.97,-5.5,0.75,74232.64,73870.23,70019.84,66114.59,66841.84,0.08,-0.03,0.23,0.31,-0.04,7500000,7500000,7600000,7750000,7800000,50000,150,150,152,155,156
A363580,KODEX 200IT TR,20200925,,일반,코스피 200 정보기술 TR,319950,307575,286020,267795,274050,71100,68350,63560,59510,60900,4.1,-3.87,-7.01,-6.37,2.34,71010.5,68360.72,63768.86,59746.24,60922.11,0.13,-0.02,-0.33,-0.4,-0.04,4500000,4500000,4500000,4500000,4500000,100000,45,45,45,45,45
A364690,KODEX 혁신기술테마액티브,20200929,,일반,코스피지수,28398,28020,26508,25104,25062,47330,46700,44180,41840,41770,5.18,-1.33,-5.4,-5.3,-0.17,47434.92,46887.49,44381.68,41716.63,42013.49,-0.22,-0.4,-0.45,0.3,-0.58,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A364960,TIGER BBIG,20201007,,일반,KRX BBIG 지수,80257.5,79150.5,79150.5,76690.5,74476.5,6525,6435,6435,6235,6055,-0.99,-1.38,0,-3.11,-2.89,6548.8,6414.69,6417.05,6223.74,6049.04,-0.36,0.32,0.28,0.18,0.1,12300000,12300000,12300000,12300000,12300000,50000,246,246,246,246,246
A364970,TIGER 바이오TOP10,20201007,,일반,KRX 바이오 TOP 10 지수,284769,279400,285200,271677.5,266656.25,7155,6985,7130,6775,6625,0.07,-2.38,2.08,-4.98,-2.21,7178.33,6993.67,7116.85,6785.03,6616.37,-0.33,-0.12,0.18,-0.15,0.13,39800000,40000000,40000000,40100000,40250000,50000,796,800,800,802,805
A364980,TIGER 2차전지TOP10,20201007,,일반,KRX 2차전지 TOP 10 지수,631148.5,612623.75,591360,561600,552981,9755,9535,9240,8775,8580,1.61,-2.26,-3.09,-5.03,-2.22,9729.99,9556.09,9302.12,8778.95,8646.54,0.26,-0.22,-0.67,-0.04,-0.77,64700000,64250000,64000000,64000000,64450000,50000,1294,1285,1280,1280,1289
A364990,TIGER 게임TOP10,20201007,,일반,KRX 게임 TOP 10 지수,24082.5,23655,24296.25,24462.5,23453,5070,4980,5115,5150,4990,-2.12,-1.78,2.71,0.68,-3.11,5059.57,5008.42,5135.79,5124.83,5007.44,0.21,-0.57,-0.4,0.49,-0.35,4750000,4750000,4750000,4750000,4700000,50000,95,95,95,95,94
A365000,TIGER 인터넷TOP10,20201007,,일반,KRX 인터넷 TOP 10,38456.75,37611,37063.75,36481.5,35275.5,3865,3780,3725,3630,3510,-1.02,-2.2,-1.46,-2.55,-3.31,3857.73,3782.5,3742.23,3622.56,3517.36,0.19,-0.07,-0.46,0.21,-0.21,9950000,9950000,9950000,10050000,10050000,50000,199,199,199,201,201
A365040,TIGER AI코리아그로스액티브,20200929,,일반,코스피지수,84930,84360,80520,79978.5,76130,42465,42180,40260,38085,38065,3.57,-0.67,-4.55,-5.4,-0.05,42269.48,42151.89,40107.45,37910.43,38144.68,0.46,0.07,0.38,0.46,-0.21,2000000,2000000,2000000,2100000,2000000,100000,20,20,20,21,20
A367740,HANARO Fn5G산업,20201029,,일반,FnGuide 5G 산업 지수,25531,24684,23845.25,22651.75,23573,46420,44880,43355,41185,42860,2.38,-3.32,-3.4,-5.01,4.07,46231.89,45035.87,43613.01,41302.75,42096.3,0.41,-0.35,-0.59,-0.29,1.81,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A367760,RISE 네트워크인프라,20201029,,일반,FnGuide 네트워크 인프라 지수,925329,897039,835045.25,773110,789165,75230,72930,67615,62600,63900,4.09,-3.06,-7.29,-7.42,2.08,75072.35,72579.89,67869.64,62980.96,63993.79,0.21,0.48,-0.38,-0.6,-0.15,12300000,12300000,12350000,12350000,12350000,50000,246,246,247,247,247
A367770,RISE 수소경제테마,20201029,,일반,FnGuide 수소경제테마 지수,130147.5,128441.25,123558.75,115920,113190,24790,24465,23535,22080,21560,1.37,-1.31,-3.8,-6.18,-2.36,24713.65,24555.45,23563.26,22184.15,21554.03,0.31,-0.37,-0.12,-0.47,0.03,5250000,5250000,5250000,5250000,5250000,50000,105,105,105,105,105
A368190,HANARO Fn K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,24752,23920,23888,23248,22480,7735,7475,7465,7265,7025,-0.51,-3.36,-0.13,-2.68,-3.3,7705.29,7566.59,7521.35,7231.62,7058.28,0.39,-1.21,-0.75,0.46,-0.47,3200000,3200000,3200000,3200000,3200000,50000,64,64,64,64,64
A368680,KODEX K-뉴딜디지털플러스,20201110,,일반,FnGuide K-뉴딜 디지털 플러스 지수,6997.5,6799.5,6853.5,6561,6408,7775,7555,7615,7290,7120,1.9,-2.83,0.79,-4.27,-2.33,7768.18,7627.9,7582.42,7289.26,7113.87,0.09,-0.96,0.43,0.01,0.09,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A373490,KODEX 코리아혁신성장액티브,20201224,,일반,FnGuide K-이노베이션 지수,14500,14217.5,13577.5,12637.5,12100,29000,28435,27155,25275,24200,2.11,-1.95,-4.5,-6.92,-4.25,28933.93,28298.46,27060.23,25481.89,25316.41,0.23,0.48,0.35,-0.81,-4.41,500000,500000,500000,500000,500000,50000,10,10,10,10,10
A375760,HANARO 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,25470,25663.5,24237,23139,22923,28300,28515,26930,25710,25470,3.82,0.76,-5.56,-4.53,-0.93,28576.86,28429.97,27090.87,25601.71,25774.93,-0.97,0.3,-0.59,0.42,-1.18,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A375770,KODEX 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,52281,51957,48834,46368,46224,29045,28865,27130,25760,25680,5.24,-0.62,-6.01,-5.05,-0.31,28932.64,28785.17,27439.91,25916.88,26098.49,0.39,0.28,-1.13,-0.61,-1.6,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A376410,TIGER 탄소효율그린뉴딜,20210205,,일반,KRX/S&P 탄소효율 그린뉴딜지수,25848,25546.5,24282,23175,23179.5,28720,28385,26980,25750,25755,6.94,-1.17,-4.95,-4.56,0.02,28590.64,28439,27127.36,25647.44,25804.12,0.45,-0.19,-0.54,0.4,-0.19,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A377990,TIGER Fn신재생에너지,20210305,,일반,FnGuide 신재생에너지 지수,132177.5,125219.5,120491,110642,111720,26975,25555,24590,22580,22800,-3.02,-5.26,-3.78,-8.17,0.97,26861.93,25617.11,24597.97,22679.67,22887.99,0.42,-0.24,-0.03,-0.44,-0.38,4900000,4900000,4900000,4900000,4900000,50000,98,98,98,98,98
A380340,ACE 코리아AI테크핵심산업,20210402,,일반,FnGuide 코리아AI테크핵심산업지수 (Price Return),38856,37830,35994,33768,33468,32380,31525,29995,28140,27890,1.95,-2.64,-4.85,-6.18,-0.89,32345.27,31427.23,30200.17,28303.24,28091.52,0.11,0.31,-0.68,-0.58,-0.72,1200000,1200000,1200000,1200000,1200000,100000,12,12,12,12,12
A381560,HANARO Fn전기&수소차,20210402,,일반,FnGuide 전기&수소차 지수 (시장가격),26600,26453,25270,24458,23786,19000,18895,18050,17470,16990,1.58,-0.55,-4.47,-3.21,-2.75,18986.02,18835.11,18219.68,17504.92,16994.88,0.07,0.32,-0.93,-0.2,-0.03,1400000,1400000,1400000,1400000,1400000,50000,28,28,28,28,28
A381570,HANARO Fn친환경에너지,20210402,,일반,FnGuide 친환경에너지 지수 (시장가격),8742.25,8415,8194,7735,7718,10285,9900,9640,9100,9080,-1.01,-3.74,-2.63,-5.6,-0.22,10239.15,9962.73,9660.51,9102.42,9067.67,0.45,-0.63,-0.21,-0.03,0.14,850000,850000,850000,850000,850000,50000,17,17,17,17,17
A385510,KODEX 신재생에너지액티브,20210525,,일반,FnGuide K-신재생에너지플러스 지수,320182.5,310380,299670,279468,283668,38810,36950,35675,33270,33770,-1.28,-4.79,-3.45,-6.74,1.5,38642.68,36844.12,35902.42,33332.2,33439.28,0.43,0.29,-0.63,-0.19,0.99,8250000,8400000,8400000,8400000,8400000,50000,165,168,168,168,168
A385520,KODEX 자율주행액티브,20210525,,일반,FnGuide K-미래차 지수,37159.5,36267,35311.5,33432,33222,17695,17270,16815,15920,15820,1.96,-2.4,-2.63,-5.32,-0.63,17631.68,17381.3,16757.76,16018.04,15924.57,0.36,-0.64,0.34,-0.61,-0.66,2100000,2100000,2100000,2100000,2100000,50000,42,42,42,42,42
A385590,ACE ESG액티브,20210525,,일반,MSCI Korea Country ESG Leaders Custom Capped Price return Index,64020.5,62974,59374.5,56844.5,56465,27835,27380,25815,24715,24550,5.94,-1.63,-5.72,-4.26,-0.67,27789.8,27450.73,26124.83,24705.19,24897.63,0.16,-0.26,-1.19,0.04,-1.4,2300000,2300000,2300000,2300000,2300000,100000,23,23,23,23,23
A385600,ACE 2차전지&친환경차액티브,20210525,,일반,FnGuide 친환경자동차밸류체인 지수,18975,18607.5,18030,17512.5,16897.5,12650,12405,12020,11675,11265,0.88,-1.94,-3.1,-2.87,-3.51,12593.93,12474.86,12102.24,11655.29,11355.46,0.45,-0.56,-0.68,0.17,-0.8,1500000,1500000,1500000,1500000,1500000,100000,15,15,15,15,15
A385710,TIME K이노베이션액티브,20210525,,일반,KRX BBIG 지수,12155,11800,11425,10805,10615,12155,11800,11425,10805,10615,0.45,-2.92,-3.18,-5.43,-1.76,12205.17,11779.07,11405.64,10858.23,10699.25,-0.41,0.18,0.17,-0.49,-0.79,1000000,1000000,1000000,1000000,1000000,100000,10,10,10,10,10
A385720,TIME 코스피액티브,20210525,,일반,코스피지수,454524,445042.5,426684,408036,410346,30920,30275,28830,27570,27540,3.53,-2.09,-4.77,-4.37,-0.11,30778.73,30210.25,29096.93,27445.69,27492.6,0.46,0.21,-0.92,0.45,0.17,14700000,14700000,14800000,14800000,14900000,100000,147,147,148,148,149
A387280,TIGER 퓨처모빌리티액티브,20210525,,일반,FnGuide 퓨처모빌리티 지수,17493,17185,16443,15680,15435,12495,12275,11745,11200,11025,1.63,-1.76,-4.32,-4.64,-1.56,12541.43,12323.88,11827.27,11218.07,11106.79,-0.37,-0.4,-0.7,-0.16,-0.74,1400000,1400000,1400000,1400000,1400000,10000,140,140,140,140,140
A388280,RISE K엔터&여행레저,20210610,,일반,FnGuide K엔터&여행레저 지수,28779.3,28745.1,29377.8,28135,27183,8415,8405,8590,8275,7995,-1.35,-0.12,2.2,-3.67,-3.38,8392.37,8446.91,8640.26,8329.47,8047.23,0.27,-0.5,-0.58,-0.65,-0.65,3420000,3420000,3420000,3400000,3400000,20000,171,171,171,170,170
A388420,RISE 비메모리반도체액티브,20210610,,일반,iSelect 비메모리반도체 지수(시장가격지수),306465.9,295929.9,281127.8,265484.8,273844,34905,33705,31730,29630,30700,4.82,-3.44,-5.86,-6.62,3.61,34820.94,33753.54,31631.76,29631.3,30733.46,0.24,-0.14,0.31,0,-0.11,8780000,8780000,8860000,8960000,8920000,20000,439,439,443,448,446
A391670,HK 베스트일레븐액티브,20210706,,일반,코스피 200,22633,22571.25,21076.25,19763.25,20120.75,34820,34725,32425,30405,30955,4.08,-0.27,-6.62,-6.23,1.81,35245.58,34739.99,32622.65,30546.35,30880.59,-1.21,-0.04,-0.61,-0.46,0.24,650000,650000,650000,650000,650000,50000,13,13,13,13,13
A395150,KODEX 웹툰&드라마,20210730,,일반,FnGuide 웹툰&드라마 지수,9204,9188.4,9339.2,9178,9183.2,1770,1767,1796,1765,1766,-0.06,-0.17,1.64,-1.73,0.06,1772.93,1778.39,1802.96,1768.7,1781.81,-0.17,-0.64,-0.39,-0.21,-0.89,5200000,5200000,5200000,5200000,5200000,100000,52,52,52,52,52
A395160,KODEX AI반도체TOP2플러스,20210730,,일반,FnGuide AI반도체 TOP2+ 지수,4972616,4856757,4561110,4282191,4424231,53240,51070,46925,43965,45470,5.43,-4.08,-8.12,-6.31,3.42,53122.34,51194.59,47293.9,44024.14,45354.66,0.22,-0.24,-0.78,-0.13,0.25,93400000,95100000,97200000,97400000,97300000,100000,934,951,972,974,973
A395170,KODEX Top10동일가중,20210730,,일반,FnGuide TOP10 동일가중 지수,38790,38450,36130,33800,33680,19395,19225,18065,16900,16840,4.36,-0.88,-6.03,-6.45,-0.36,19419.89,19295.47,18069.97,16976.61,16842.65,-0.13,-0.37,-0.03,-0.45,-0.02,2000000,2000000,2000000,2000000,2000000,100000,20,20,20,20,20
A395270,HANARO Fn K-반도체,20210730,,일반,FnGuide K-반도체 지수 (시장가격),5260654.5,5007345,4643614.5,4166723.75,4239222.75,75045,72100,66290,61775,64085,5.73,-3.92,-8.06,-6.81,3.74,74700.92,72076.87,66657.01,62132.75,64039.44,0.46,0.03,-0.55,-0.58,0.07,70100000,69450000,70050000,67450000,66150000,50000,1402,1389,1401,1349,1323
A395280,HANARO Fn K-게임,20210730,,일반,FnGuide K-게임 지수 (시장가격),8928,8784,9000,9108,9192,3720,3660,3750,3795,3830,-1.98,-1.61,2.46,1.2,0.92,3730.78,3705.02,3796.8,3776.98,3705.01,-0.29,-1.22,-1.23,0.48,3.37,2400000,2400000,2400000,2400000,2400000,50000,48,48,48,48,48
A395290,HANARO Fn K-POP&미디어,20210730,,일반,FnGuide K-POP&미디어 지수 (시장가격),34437.5,34937,36394,35718.75,34562.5,5510,5635,5870,5715,5530,-3.67,2.27,4.17,-2.64,-3.24,5510.13,5638.74,5862.18,5705.92,5494.12,0,-0.07,0.13,0.16,0.65,6250000,6200000,6200000,6250000,6250000,50000,125,124,124,125,125
A395750,PLUS ESG가치주액티브,20210730,,일반,FnGuide 한화 ESG Value 지수,9672,9508,9114,8692,8788,24180,23770,22785,21730,21970,4.36,-1.7,-4.14,-4.63,1.1,24147.99,23987.47,22967.07,21811.04,21897.33,0.13,-0.91,-0.79,-0.37,0.33,400000,400000,400000,400000,400000,50000,8,8,8,8,8
A395760,PLUS ESG성장주액티브,20210730,,일반,FnGuide 한화 ESG Growth 지수,14901,14718,13764,13347,13395,24835,24530,22940,22245,22325,4.13,-1.23,-6.48,-3.03,0.36,24810.75,24663.92,23601.67,22302.43,22381.23,0.1,-0.54,-2.8,-0.26,-0.25,600000,600000,600000,600000,600000,50000,12,12,12,12,12
A396500,TIGER 반도체TOP10,20210810,,일반,FnGuide 반도체TOP10 지수,11166795,10895825,10234106.25,9599820,10046517,45700,44500,41375,38600,40170,4.23,-2.63,-7.02,-6.71,4.07,45601.1,44427.78,41410.87,38794.48,40246.66,0.22,0.16,-0.09,-0.5,-0.19,244350000,244850000,247350000,248700000,250100000,50000,4887,4897,4947,4974,5002
A400970,TIGER Fn메타버스,20211013,,일반,FnGuide 메타버스테마 지수,42978,43134,43758,43342,42042,8265,8295,8415,8335,8085,-1.96,0.36,1.45,-0.95,-3,8304.77,8288.78,8439.47,8321.03,8044.6,-0.48,0.08,-0.29,0.17,0.5,5200000,5200000,5200000,5200000,5200000,50000,104,104,104,104,104
A401170,RISE 메타버스,20211013,,일반,iSelect 메타버스 지수(시장가격지수),50306.4,50184,49651.6,48944.6,47369,12330,12300,12290,12115,11725,-1.95,-0.24,-0.08,-1.42,-3.22,12372.56,12269.55,12338.39,12078.86,11705.77,-0.34,0.25,-0.39,0.3,0.16,4080000,4080000,4040000,4040000,4040000,20000,204,204,202,202,202
A401470,KODEX 메타버스액티브,20211013,,일반,FnGuide K-메타버스 지수,62067.5,62220,62586,61213.5,61000,10175,10200,10260,10035,10000,2.26,0.25,0.59,-2.19,-0.35,10213.17,10246.26,10309.54,10039.44,9883.22,-0.37,-0.45,-0.48,-0.04,1.18,6100000,6100000,6100000,6100000,6100000,50000,122,122,122,122,122
A402460,HANARO Fn K-메타버스MZ,20211013,,일반,FnGuide K-메타버스 MZ 지수(시장가격),8648.75,8560.75,8475.5,8338,8145.5,15725,15565,15410,15160,14810,-0.47,-1.02,-1,-1.62,-2.31,15729.08,15521.2,15515.53,15213.96,15080.01,-0.03,0.28,-0.68,-0.35,-1.79,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A403790,MIDAS 코스피액티브,20211013,,일반,코스피지수,197554.5,197086.5,189057.38,179200.13,179448.75,67540,67380,64635,61265,61350,5.01,-0.24,-4.07,-5.21,0.14,67581.81,67526.83,64339,61174.27,61440.87,-0.06,-0.22,0.46,0.15,-0.15,2925000,2925000,2925000,2925000,2925000,75000,39,39,39,39,39
A404120,TIME K신재생에너지액티브,20211029,,일반,KRX 기후변화 솔루션지수,19162.5,18875.5,17990,16884,16821,27375,26965,25700,24120,24030,-0.33,-1.5,-4.69,-6.15,-0.37,27543.48,27055.45,25822.14,24212.83,24210.54,-0.61,-0.33,-0.47,-0.38,-0.75,700000,700000,700000,700000,700000,100000,7,7,7,7,7
A404260,KODEX 기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,23530.5,23359.5,22266,20898,20466,26145,25955,24740,23220,22740,-0.53,-0.73,-4.68,-6.14,-2.07,26175.89,25901.42,24735.35,23385.45,23215.25,-0.12,0.21,0.02,-0.71,-2.05,900000,900000,900000,900000,900000,100000,9,9,9,9,9
A404540,TIGER KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,14522.75,10376,9900,9360,9326,26405,25940,24750,23400,23315,1.11,-1.76,-4.59,-5.45,-0.36,26390,26111,24933.51,23567.83,23398.19,0.06,-0.65,-0.74,-0.71,-0.36,550000,400000,400000,400000,400000,50000,11,8,8,8,8
A404650,SOL KRX기후변화솔루션,20211029,,일반,KRX 기후변화 솔루션지수,15642,15555,14829,13965,13836,26070,25925,24715,23275,23060,-1.25,-0.56,-4.67,-5.83,-0.92,26172.36,25904.92,24734.73,23381.58,23212.78,-0.39,0.08,-0.08,-0.46,-0.66,600000,600000,600000,600000,600000,100000,6,6,6,6,6
A407300,HANARO Fn골프테마,20211124,,일반,FnGuide 골프 테마 지수(시장가격),6575.25,6547.75,6429.5,6270,6110.5,11955,11905,11690,11400,11110,0.8,-0.42,-1.81,-2.48,-2.54,12034.46,11981.34,11803.02,11279.39,11183.86,-0.66,-0.64,-0.96,1.07,-0.66,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A407310,HANARO 200 TOP10,20211124,,일반,KOSPI 200 Top 10 지수(시장가격),23448,23430,22266,21108,20778,19540,19525,18555,17590,17315,3.14,-0.08,-4.97,-5.2,-1.56,19607.17,19489.43,18524.99,17565.01,17280.41,-0.34,0.18,0.16,0.14,0.2,1200000,1200000,1200000,1200000,1200000,50000,24,24,24,24,24
A407820,에셋플러스 코리아플랫폼액티브,20211116,,일반,FnGuide 플랫폼 지수(Price Return),12897,12672,12429,11853,11826,7165,7040,6905,6585,6570,1.34,-1.74,-1.92,-4.63,-0.23,7139.24,7020.29,6879.65,6561.19,6535.72,0.36,0.28,0.37,0.36,0.52,1800000,1800000,1800000,1800000,1800000,100000,18,18,18,18,18
A410870,TIME K컬처액티브,20211215,,일반,FnGuide K-컬처 지수,11665.5,11506,11880,11390.5,11055,10605,10460,10800,10355,10050,-3.11,-1.37,3.25,-4.12,-2.95,10539.1,10432.26,10794.3,10306.54,10033.9,0.63,0.27,0.05,0.47,0.16,1100000,1100000,1100000,1100000,1100000,100000,11,11,11,11,11
A411540,SOL 200 Top10,20211209,,일반,KOSPI 200 Top 10 지수(시장가격),28112,29940,28447.5,26970,26737.5,20080,19960,18965,17980,17825,3.59,-0.6,-4.98,-5.19,-0.86,20047.13,19926.28,18937.83,17954.92,17660.73,0.16,0.17,0.14,0.14,0.93,1400000,1500000,1500000,1500000,1500000,100000,14,15,15,15,15
A412560,TIGER BBIG레버리지,20211215,,레버리지,KRX BBIG 레버리지 지수,1171.3,1143.35,1129.7,1071.85,1004.25,1802,1759,1738,1649,1545,-1.85,-2.39,-1.19,-5.12,-6.31,1801.09,1743.7,1742.9,1644.24,1558.72,0.05,0.88,-0.28,0.29,-0.88,650000,650000,650000,650000,650000,50000,13,13,13,13,13
A412570,TIGER 2차전지TOP10레버리지,20211215,,레버리지,KRX 2차전지 TOP 10 레버리지 지수,158432.3,152574,142939.1,127414.35,127540.85,1222,1180,1097,973,971,1.83,-3.44,-7.03,-11.3,-0.21,1204.65,1156.78,1084.99,959.99,941.26,1.44,2.01,1.11,1.36,3.16,129650000,129300000,130300000,130950000,131350000,50000,2593,2586,2606,2619,2627
A413930,WON AI ESG액티브,20220105,,일반,MK-iSelect AI ESG 지수(시장가격지수),18447,18306.75,17215,16244.25,16442.25,33540,33285,31300,29535,29895,4.57,-0.76,-5.96,-5.64,1.22,33742.11,33375.31,31487.74,29603.22,29870.93,-0.6,-0.27,-0.6,-0.23,0.08,550000,550000,550000,550000,550000,50000,11,11,11,11,11
A417630,TIGER KEDI혁신기업ESG30,20220208,,일반,KEDI 혁신기업ESG30 지수(시장가격 지수),22176,21588,20863.5,19918.5,19498.5,21120,20560,19870,18970,18570,0.57,-2.65,-3.36,-4.53,-2.11,21029.22,20627.94,20025.03,18894.45,18636.18,0.43,-0.33,-0.77,0.4,-0.36,1050000,1050000,1050000,1050000,1050000,50000,21,21,21,21,21
A421320,PLUS 우주항공,20220329,,일반,iSelect 우주항공UAM지수,207157.5,209216.25,191919,176358,177488.5,30690,30995,28860,26520,26690,2.37,0.99,-6.89,-8.11,0.64,30760.6,30945.46,29029.64,26578.55,26647.61,-0.23,0.16,-0.58,-0.22,0.16,6750000,6750000,6650000,6650000,6650000,50000,135,135,133,133,133
A422420,RISE 2차전지액티브,20220408,,일반,iSelect 2차전지 지수 (시장가격지수),212568.5,206458.2,201111,186934.8,188160,6835,6630,6450,5980,6000,-1.09,-3,-2.71,-7.29,0.33,6804.09,6639.31,6457.44,6002.78,5996.25,0.45,-0.14,-0.12,-0.38,0.06,31100000,31140000,31180000,31260000,31360000,20000,1555,1557,1559,1563,1568
A427120,RISE AI플랫폼,20220517,,일반,FnGuide AI 플랫폼 지수,3316.5,3296.7,3190.4,3078.4,3004.8,5025,4995,4985,4810,4695,0.6,-0.6,-0.2,-3.51,-2.39,5031.49,4997.5,4960.18,4794.93,4708.77,-0.13,-0.05,0.5,0.31,-0.29,660000,660000,640000,640000,640000,20000,33,33,32,32,32
A433250,UNICORN R&D 액티브,20220706,,일반,코스피 200,10932,10790,10410,9914,10052,27330,26975,26025,24785,25130,3.94,-1.3,-3.52,-4.76,1.39,27370.4,27117.58,25928.87,24686.23,24530.25,-0.15,-0.53,0.37,0.4,2.44,400000,400000,400000,400000,400000,50000,8,8,8,8,8
A433500,ACE 원자력TOP10,20220628,,일반,DeepSearch 원자력 TOP 10 지수 (시장가격지수),244627,241853.5,225351,209580,206115,56890,56245,53655,49900,49075,-0.35,-1.13,-4.6,-7,-1.65,56985.29,56603.25,53801.66,49830.91,49320.62,-0.17,-0.63,-0.27,0.14,-0.5,4300000,4300000,4200000,4200000,4200000,100000,43,43,42,42,42
A434730,HANARO 원자력iSelect,20220628,,일반,iSelect 원자력지수 (시장가격),783480,765657,731929,669735,670763.5,65290,63540,60490,55350,55435,-1.33,-2.68,-4.8,-8.5,0.15,65023.26,63633.16,60644.03,55591.18,55656.89,0.41,-0.15,-0.25,-0.43,-0.4,12000000,12050000,12100000,12100000,12100000,50000,240,241,242,242,242
A434960,DAISHIN343 K200,20220628,,일반,코스피 200,92228.5,91770,87419.5,82460,83086.5,131755,131100,124885,117800,118695,5.75,-0.5,-4.74,-5.67,0.76,131769.92,131160.23,124246.54,117341.05,118571.57,-0.01,-0.05,0.51,0.39,0.1,700000,700000,700000,700000,700000,50000,14,14,14,14,14
